instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
3018,2011-05-06,2,0,5,17,0,4,1,1,0.5468,0.5719,0.2754,0.2402,73,242,315
3019,2011-05-06,2,0,5,18,0,4,1,1,0.5608,0.5571,0.3479,0.2445,72,242,314
3020,2011-05-06,2,0,5,19,0,4,1,1,0.5566,0.5803,0.2856,0.2406,44,147,191
3021,2011-05-06,2,0,5,20,0,4,1,1,0.5558,0.5585,0.3251,0.2751,28,93,121
3022,2011-05-06,2,0,5,21,0,4,1,1,0.5586,0.5854,0.34,0.276,13,42,55
3023,2011-05-06,2,0,5,22,0,4,1,1,0.5502,0.5551,0.2667,0.2334,4,12,16
3024,2011-05-06,2,0,5,23,0,4,1,1,0.545,0.5774,0.3004,0.262,1,5,6
3025,2011-05-07,2,0,5,0,0,5,0,1,0.5133,0.5359,0.4978,0.3373,1,2,3
3026,2011-05-07,2,0,5,1,0,5,0,1,0.5205,0.5556,0.5304,0.3281,1,2,3
3027,2011-05-07,2,0,5,2,0,5,0,1,0.5296,0.5385,0.5048,0.3185,1,2,3
3028,2011-05-07,2,0,5,3,0,5,0,1,0.5139,0.5274,0.5007,0.2907,1,2,3
3029,2011-05-07,2,0,5,4,0,5,0,1,0.5458,0.5241,0.5003,0.3003,1,2,3
3030,2011-05-07,2,0,5,5,0,5,0,1,0.5103,0.5548,0.5432,0.2994,2,6,8
3031,2011-05-07,2,0,5,6,0,5,0,1,0.5099,0.5204,0.5313,0.3254,5,11,16
3032,2011-05-07,2,0,5,7,0,5,0,1,0.5259,0.5432,0.536,0.2955,11,27,38
3033,2011-05-07,2,0,5,8,0,5,0,1,0.5139,0.533,0.5096,0.2882,24,59,83
3034,2011-05-07,2,0,5,9,0,5,0,1,0.5215,0.5366,0.5132,0.289,32,78,110
3035,2011-05-07,2,0,5,10,0,5,0,1,0.5237,0.5411,0.4929,0.2845,51,123,174
3036,2011-05-07,2,0,5,11,0,5,0,1,0.5152,0.5338,0.5039,0.3206,66,160,226
3037,2011-05-07,2,0,5,12,0,5,0,1,0.5261,0.5347,0.4741,0.326,70,169,239
3038,2011-05-07,2,0,5,13,0,5,0,1,0.5451,0.5378,0.4708,0.2922,99,238,337
3039,2011-05-07,2,0,5,14,0,5,0,1,0.5419,0.5474,0.5318,0.3039,82,198,280
3040,2011-05-07,2,0,5,15,0,5,0,1,0.5138,0.5398,0.5013,0.3088,73,176,249
3041,2011-05-07,2,0,5,16,0,5,0,1,0.5447,0.5532,0.5101,0.3141,54,131,185
3042,2011-05-07,2,0,5,17,0,5,0,1,0.5189,0.5226,0.4702,0.3249,34,83,117
3043,2011-05-07,2,0,5,18,0,5,0,1,0.5365,0.5371,0.5279,0.3175,25,60,85
3044,2011-05-07,2,0,5,19,0,5,0,1,0.5174,0.5446,0.4933,0.3218,14,34,48
3045,2011-05-07,2,0,5,20,0,5,0,1,0.5375,0.5521,0.4534,0.3359,5,13,18
3046,2011-05-07,2,0,5,21,0,5,0,1,0.5222,0.5286,0.5373,0.283,2,6,8
3047,2011-05-07,2,0,5,22,0,5,0,1,0.5142,0.5547,0.4543,0.282,1,2,3
3048,2011-05-07,2,0,5,23,0,5,0,1,0.5111,0.5334,0.4746,0.3191,1,2,3
3049,2011-05-08,2,0,5,0,0,6,0,1,0.542,0.58,0.5903,0.2297,1,2,3
3050,2011-05-08,2,0,5,1,0,6,0,1,0.5713,0.5633,0.6495,0.1993,1,2,3
3051,2011-05-08,2,0,5,2,0,6,0,1,0.5614,0.577,0.5962,0.2348,1,2,3
3052,2011-05-08,2,0,5,3,0,6,0,1,0.5624,0.5562,0.6381,0.2097,1,2,3
3053,2011-05-08,2,0,5,4,0,6,0,1,0.5659,0.566,0.6476,0.2078,1,3,4
3054,2011-05-08,2,0,5,5,0,6,0,1,0.5665,0.5512,0.6335,0.2164,3,6,9
3055,2011-05-08,2,0,5,6,0,6,0,1,0.5637,0.5881,0.607,0.2302,9,18,27
3056,2011-05-08,2,0,5,7,0,6,0,1,0.5382,0.5885,0.6165,0.1917,16,33,49
3057,2011-05-08,2,0,5,8,0,6,0,1,0.559,0.579,0.5965,0.2054,28,58,86
3058,2011-05-08,2,0,5,9,0,6,0,1,0.5586,0.571,0.6025,0.1932,40,82,122
3059,2011-05-08,2,0,5,10,0,6,0,1,0.5343,0.5734,0.6176,0.2188,67,138,205
3060,2011-05-08,2,0,5,11,0,6,0,1,0.5347,0.5798,0.6288,0.2315,93,193,286
3061,2011-05-08,2,0,5,12,0,6,0,1,0.5496,0.563,0.6647,0.2002,99,205,304
3062,2011-05-08,2,0,5,13,0,6,0,1,0.5527,0.5758,0.6442,0.2103,118,245,363
3063,2011-05-08,2,0,5,14,0,6,0,1,0.5504,0.5796,0.6231,0.2169,114,237,351
3064,2011-05-08,2,0,5,15,0,6,0,1,0.537,0.5611,0.5911,0.2221,105,218,323
3065,2011-05-08,2,0,5,16,0,6,0,1,0.5454,0.5564,0.6519,0.2092,59,121,180
3066,2011-05-08,2,0,5,17,0,6,0,1,0.5425,0.5673,0.6764,0.1821,39,82,121
3067,2011-05-08,2,0,5,18,0,6,0,1,0.5686,0.5726,0.5842,0.2011,30,63,93
3068,2011-05-08,2,0,5,19,0,6,0,1,0.5449,0.5884,0.6551,0.1956,19,38,57
3069,2011-05-08,2,0,5,20,0,6,0,1,0.5398,0.5726,0.6659,0.195,9,17,26
3070,2011-05-08,2,0,5,21,0,6,0,1,0.5594,0.5557,0.5931,0.2034,4,8,12
3071,2011-05-08,2,0,5,22,0,6,0,1,0.5358,0.5841,0.6475,0.2204,1,4,5
3072,2011-05-08,2,0,5,23,0,6,0,1,0.5497,0.5817,0.6421,0.1884,1,3,4
3073,2011-05-09,2,0,5,0,0,0,1,1,0.5723,0.504,0.3103,0.2392,2,4,6
3074,2011-05-09,2,0,5,1,0,0,1,1,0.5497,0.5129,0.3113,0.194,1,4,5
3075,2011-05-09,2,0,5,2,0,0,1,1,0.5497,0.5023,0.3869,0.2106,2,4,6
3076,2011-05-09,2,0,5,3,0,0,1,1,0.5781,0.4963,0.351,0.2246,3,9,12
3077,2011-05-09,2,0,5,4,0,0,1,1,0.5806,0.4823,0.3102,0.1889,11,28,39
3078,2011-05-09,2,0,5,5,0,0,1,1,0.5599,0.5094,0.356,0.1854,19,50,69
3079,2011-05-09,2,0,5,6,0,0,1,1,0.553,0.4892,0.3123,0.1875,46,118,164
3080,2011-05-09,2,0,5,7,0,0,1,1,0.5703,0.508,0.3127,0.1904,58,148,206
3081,2011-05-09,2,0,5,8,0,0,1,1,0.5776,0.4787,0.2952,0.2193,80,203,283
3082,2011-05-09,2,0,5,9,0,0,1,1,0.5611,0.4926,0.3107,0.243,53,136,189
3083,2011-05-09,2,0,5,10,0,0,1,1,0.5668,0.4908,0.3708,0.2233,36,92,128
3084,2011-05-09,2,0,5,11,0,0,1,1,0.5519,0.4769,0.3825,0.2415,21,53,74
3085,2011-05-09,2,0,5,12,0,0,1,1,0.5685,0.5054,0.341,0.2098,14,37,51
3086,2011-05-09,2,0,5,13,0,0,1,1,0.578,0.4984,0.3108,0.2416,19,49,68
3087,2011-05-09,2,0,5,14,0,0,1,1,0.5444,0.5095,0.3349,0.2091,31,79,110
3088,2011-05-09,2,0,5,15,0,0,1,1,0.5728,0.4882,0.3182,0.2134,54,138,192
3089,2011-05-09,2,0,5,16,0,0,1,1,0.5496,0.5111,0.3116,0.1923,89,227,316
3090,2011-05-09,2,0,5,17,0,0,1,1,0.5468,0.4971,0.3477,0.2007,126,322,448
3091,2011-05-09,2,0,5,18,0,0,1,1,0.5811,0.4846,0.3468,0.1851,101,257,358
3092,2011-05-09,2,0,5,19,0,0,1,1,0.5629,0.503,0.3324,0.2216,60,154,214
3093,2011-05-09,2,0,5,20,0,0,1,1,0.5574,0.5042,0.3211,0.2414,28,72,100
3094,2011-05-09,2,0,5,21,0,0,1,1,0.5694,0.5086,0.3211,0.2075,12,31,43
3095,2011-05-09,2,0,5,22,0,0,1,1,0.5584,0.4925,0.3272,0.1922,6,14,20
3096,2011-05-09,2,0,5,23,0,0,1,1,0.5483,0.5108,0.3259,0.1872,2,5,7
3097,2011-05-10,2,0,5,0,0,1,1,2,0.6457,0.6552,0.4185,0.2022,2,5,7
3098,2011-05-10,2,0,5,1,0,1,1,2,0.6408,0.6567,0.4741,0.1591,1,4,5
3099,2011-05-10,2,0,5,2,0,1,1,2,0.6338,0.6213,0.4526,0.2055,2,4,6
3100,2011-05-10,2,0,5,3,0,1,1,2,0.6112,0.6476,0.496,0.1551,4,9,13
3101,2011-05-10,2,0,5,4,0,1,1,2,0.6146,0.6455,0.5007,0.1496,8,21,29
3102,2011-05-10,2,0,5,5,0,1,1,2,0.6298,0.6418,0.4269,0.1853,24,62,86
3103,2011-05-10,2,0,5,6,0,1,1,2,0.6373,0.6338,0.4283,0.2085,42,110,152
3104,2011-05-10,2,0,5,7,0,1,1,2,0.612,0.6484,0.4132,0.1721,58,153,211
3105,2011-05-10,2,0,5,8,0,1,1,2,0.6399,0.6449,0.4461,0.174,60,159,219
3106,2011-05-10,2,0,5,9,0,1,1,2,0.6136,0.6374,0.4496,0.2087,71,188,259
3107,2011-05-10,2,0,5,10,0,1,1,2,0.6471,0.6349,0.4072,0.208,39,103,142
3108,2011-05-10,2,0,5,11,0,1,1,2,0.6475,0.6526,0.4461,0.1508,21,55,76
3109,2011-05-10,2,0,5,12,0,1,1,2,0.6284,0.6218,0.4668,0.1507,15,38,53
3110,2011-05-10,2,0,5,13,0,1,1,2,0.6089,0.6555,0.4989,0.1726,19,51,70
3111,2011-05-10,2,0,5,14,0,1,1,2,0.6268,0.6252,0.4886,0.2037,28,76,104
3112,2011-05-10,2,0,5,15,0,1,1,2,0.6387,0.6283,0.4822,0.1793,53,141,194
3113,2011-05-10,2,0,5,16,0,1,1,2,0.6228,0.6432,0.4065,0.2055,101,265,366
3114,2011-05-10,2,0,5,17,0,1,1,2,0.648,0.6511,0.4095,0.1738,106,279,385
3115,2011-05-10,2,0,5,18,0,1,1,2,0.6276,0.6398,0.4939,0.1726,105,278,383
3116,2011-05-10,2,0,5,19,0,1,1,2,0.6201,0.6263,0.4226,0.1726,73,193,266
3117,2011-05-10,2,0,5,20,0,1,1,2,0.6312,0.6246,0.4732,0.1985,33,87,120
3118,2011-05-10,2,0,5,21,0,1,1,2,0.6365,0.6247,0.434,0.1638,13,33,46
3119,2011-05-10,2,0,5,22,0,1,1,2,0.6193,0.6284,0.4634,0.1542,5,12,17
3120,2011-05-10,2,0,5,23,0,1,1,2,0.6108,0.6325,0.4964,0.2028,2,4,6
3121,2011-05-11,2,0,5,0,0,2,1,2,0.468,0.4597,0.7137,0.3011,2,4,6
3122,2011-05-11,2,0,5,1,0,2,1,2,0.4775,0.4815,0.7292,0.2876,2,4,6
3123,2011-05-11,2,0,5,2,0,2,1,2,0.4643,0.4743,0.779,0.3005,2,5,7
3124,2011-05-11,2,0,5,3,0,2,1,2,0.4592,0.4845,0.7949,0.3366,2,7,9
3125,2011-05-11,2,0,5,4,0,2,1,2,0.45,0.4911,0.7877,0.3192,9,25,34
3126,2011-05-11,2,0,5,5,0,2,1,2,0.4717,0.4775,0.778,0.3352,25,67,92
3127,2011-05-11,2,0,5,6,0,2,1,2,0.4819,0.4933,0.7344,0.3235,43,116,159
3128,2011-05-11,2,0,5,7,0,2,1,2,0.4895,0.4919,0.7971,0.3154,65,177,242
3129,2011-05-11,2,0,5,8,0,2,1,2,0.4648,0.4766,0.7106,0.3347,61,167,228
3130,2011-05-11,2,0,5,9,0,2,1,2,0.4783,0.491,0.757,0.3179,48,131,179
3131,2011-05-11,2,0,5,10,0,2,1,2,0.4541,0.4856,0.7624,0.334,47,129,176
3132,2011-05-11,2,0,5,11,0,2,1,2,0.4851,0.4908,0.7392,0.3287,25,69,94
3133,2011-05-11,2,0,5,12,0,2,1,2,0.4864,0.4717,0.7997,0.28,15,41,56
3134,2011-05-11,2,0,5,13,0,2,1,2,0.4503,0.466,0.7358,0.3288,19,53,72
3135,2011-05-11,2,0,5,14,0,2,1,2,0.4553,0.4742,0.7449,0.3338,35,95,130
3136,2011-05-11,2,0,5,15,0,2,1,2,0.4657,0.4794,0.7845,0.3247,72,196,268
3137,2011-05-11,2,0,5,16,0,2,1,2,0.4818,0.4802,0.7809,0.3259,75,205,280
3138,2011-05-11,2,0,5,17,0,2,1,2,0.4664,0.4828,0.7989,0.2981,96,260,356
3139,2011-05-11,2,0,5,18,0,2,1,2,0.4558,0.454,0.714,0.2922,97,265,362
3140,2011-05-11,2,0,5,19,0,2,1,2,0.4843,0.4546,0.7306,0.331,57,156,213
3141,2011-05-11,2,0,5,20,0,2,1,2,0.4746,0.4694,0.788,0.3284,27,73,100
3142,2011-05-11,2,0,5,21,0,2,1,2,0.471,0.4658,0.741,0.3288,14,39,53
3143,2011-05-11,2,0,5,22,0,2,1,2,0.4539,0.4769,0.7234,0.3083,5,13,18
3144,2011-05-11,2,0,5,23,0,2,1,2,0.4504,0.4632,0.7583,0.3236,1,4,5
3145,2011-05-12,2,0,5,0,0,3,1,1,0.5896,0.5953,0.4224,0.2893,2,4,6
3146,2011-05-12,2,0,5,1,0,3,1,1,0.5889,0.6185,0.4863,0.2742,1,4,5
3147,2011-05-12,2,0,5,2,0,3,1,1,0.5783,0.6067,0.4884,0.2814,1,4,5
3148,2011-05-12,2,0,5,3,0,3,1,1,0.57,0.627,0.4854,0.26,2,7,9
3149,2011-05-12,2,0,5,4,0,3,1,1,0.5643,0.6271,0.4477,0.2964,9,24,33
3150,2011-05-12,2,0,5,5,0,3,1,1,0.5576,0.6191,0.4542,0.2769,19,54,73
3151,2011-05-12,2,0,5,6,0,3,1,1,0.5774,0.6262,0.4164,0.2887,44,125,169
3152,2011-05-12,2,0,5,7,0,3,1,1,0.5778,0.6256,0.4842,0.2654,58,166,224
3153,2011-05-12,2,0,5,8,0,3,1,1,0.5867,0.5941,0.4657,0.2996,59,168,227
3154,2011-05-12,2,0,5,9,0,3,1,1,0.5848,0.604,0.4896,0.2898,67,191,258
3155,2011-05-12,2,0,5,10,0,3,1,1,0.558,0.5936,0.4449,0.2895,33,95,128
3156,2011-05-12,2,0,5,11,0,3,1,1,0.5604,0.5969,0.469,0.2902,24,68,92
3157,2011-05-12,2,0,5,12,0,3,1,1,0.5916,0.6223,0.4595,0.276,12,35,47
3158,2011-05-12,2,0,5,13,0,3,1,1,0.5823,0.6173,0.4337,0.2929,18,53,71
3159,2011-05-12,2,0,5,14,0,3,1,1,0.5917,0.5988,0.4096,0.302,31,90,121
3160,2011-05-12,2,0,5,15,0,3,1,1,0.5662,0.6041,0.4485,0.2842,50,143,193
3161,2011-05-12,2,0,5,16,0,3,1,1,0.5938,0.5991,0.4245,0.2471,92,261,353
3162,2011-05-12,2,0,5,17,0,3,1,1,0.5756,0.6049,0.484,0.2546,100,286,386
3163,2011-05-12,2,0,5,18,0,3,1,1,0.555,0.6057,0.4784,0.2661,77,221,298
3164,2011-05-12,2,0,5,19,0,3,1,1,0.5603,0.6146,0.4206,0.2686,51,144,195
3165,2011-05-12,2,0,5,20,0,3,1,1,0.5558,0.5929,0.4584,0.2632,29,83,112
3166,2011-05-12,2,0,5,21,0,3,1,1,0.5852,0.6181,0.5021,0.2812,15,44,59
3167,2011-05-12,2,0,5,22,0,3,1,1,0.5805,0.598,0.4993,0.292,5,12,17
3168,2011-05-12,2,0,5,23,0,3,1,1,0.5907,0.6183,0.4536,0.2842,2,4,6
3169,2011-05-13,2,0,5,0,0,4,1,2,0.6043,0.5856,0.6099,0.1544,1,4,5
3170,2011-05-13,2,0,5,1,0,4,1,2,0.6211,0.5919,0.5704,0.1295,1,5,6
3171,2011-05-13,2,0,5,2,0,4,1,2,0.6038,0.6094,0.6654,0.1439,1,4,5
3172,2011-05-13,2,0,5,3,0,4,1,2,0.5968,0.6049,0.6589,0.1327,2,5,7
3173,2011-05-13,2,0,5,4,0,4,1,2,0.6038,0.5751,0.6009,0.1303,8,22,30
3174,2011-05-13,2,0,5,5,0,4,1,2,0.6279,0.5793,0.6044,0.1491,15,44,59
3175,2011-05-13,2,0,5,6,0,4,1,2,0.6224,0.6064,0.5851,0.1247,31,89,120
3176,2011-05-13,2,0,5,7,0,4,1,2,0.6267,0.5862,0.6493,0.1531,46,132,178
3177,2011-05-13,2,0,5,8,0,4,1,2,0.5974,0.5823,0.6537,0.1349,49,141,190
3178,2011-05-13,2,0,5,9,0,4,1,2,0.6002,0.5888,0.5679,0.162,51,146,197
3179,2011-05-13,2,0,5,10,0,4,1,2,0.6104,0.601,0.581,0.1252,25,72,97
3180,2011-05-13,2,0,5,11,0,4,1,2,0.6007,0.5961,0.6371,0.1042,19,54,73
3181,2011-05-13,2,0,5,12,0,4,1,2,0.5957,0.5997,0.6316,0.103,10,27,37
3182,2011-05-13,2,0,5,13,0,4,1,2,0.6054,0.5806,0.5722,0.1158,13,38,51
3183,2011-05-13,2,0,5,14,0,4,1,2,0.6289,0.579,0.585,0.1167,23,65,88
3184,2011-05-13,2,0,5,15,0,4,1,2,0.5941,0.5965,0.6067,0.1545,43,124,167
3185,2011-05-13,2,0,5,16,0,4,1,2,0.6109,0.5846,0.5996,0.1312,71,203,274
3186,2011-05-13,2,0,5,17,0,4,1,2,0.6094,0.5847,0.6638,0.1265,78,223,301
3187,2011-05-13,2,0,5,18,0,4,1,2,0.6026,0.6124,0.6191,0.1337,69,195,264
3188,2011-05-13,2,0,5,19,0,4,1,2,0.5921,0.6121,0.5786,0.1319,43,122,165
3189,2011-05-13,2,0,5,20,0,4,1,2,0.5967,0.5894,0.5707,0.1176,22,62,84
3190,2011-05-13,2,0,5,21,0,4,1,2,0.6197,0.59,0.5862,0.1477,9,27,36
3191,2011-05-13,2,0,5,22,0,4,1,2,0.6299,0.6117,0.5788,0.1472,3,10,13
3192,2011-05-13,2,0,5,23,0,4,1,2,0.6079,0.6109,0.5723,0.1499,1,4,5
3193,2011-05-14,2,0,5,0,0,5,0,1,0.6198,0.6331,0.5657,0.2162,1,3,4
3194,2011-05-14,2,0,5,1,0,5,0,1,0.6251,0.619,0.5678,0.2559,1,3,4
3195,2011-05-14,2,0,5,2,0,5,0,1,0.6044,0.6237,0.5823,0.2385,1,3,4
3196,2011-05-14,2,0,5,3,0,5,0,1,0.5915,0.6316,0.6245,0.2553,1,2,3
3197,2011-05-14,2,0,5,4,0,5,0,1,0.6242,0.6513,0.5548,0.235,1,3,4
3198,2011-05-14,2,0,5,5,0,5,0,1,0.6133,0.6162,0.599,0.1981,3,8,11
3199,2011-05-14,2,0,5,6,0,5,0,1,0.6149,0.6283,0.5901,0.243,6,16,22
3200,2011-05-14,2,0,5,7,0,5,0,1,0.6242,0.625,0.5698,0.2191,15,39,54
3201,2011-05-14,2,0,5,8,0,5,0,1,0.6157,0.6167,0.5671,0.2326,26,66,92
3202,2011-05-14,2,0,5,9,0,5,0,1,0.5976,0.6301,0.6213,0.1985,42,110,152
3203,2011-05-14,2,0,5,10,0,5,0,1,0.5862,0.65,0.5529,0.2016,50,128,178
3204,2011-05-14,2,0,5,11,0,5,0,1,0.5942,0.6195,0.5726,0.2174,88,225,313
3205,2011-05-14,2,0,5,12,0,5,0,1,0.5961,0.6493,0.5501,0.2026,96,247,343
3206,2011-05-14,2,0,5,13,0,5,0,1,0.6163,0.6466,0.6262,0.2554,106,273,379
3207,2011-05-14,2,0,5,14,0,5,0,1,0.5961,0.6467,0.6222,0.2107,109,280,389
3208,2011-05-14,2,0,5,15,0,5,0,1,0.6225,0.6411,0.5929,0.2416,88,226,314
3209,2011-05-14,2,0,5,16,0,5,0,1,0.6053,0.6535,0.5769,0.2232,70,182,252
3210,2011-05-14,2,0,5,17,0,5,0,1,0.5979,0.632,0.6114,0.231,39,101,140
3211,2011-05-14,2,0,5,18,0,5,0,1,0.5927,0.6316,0.6399,0.1993,23,61,84
3212,2011-05-14,2,0,5,19,0,5,0,1,0.6129,0.6179,0.5897,0.2089,14,36,50
3213,2011-05-14,2,0,5,20,0,5,0,1,0.5991,0.6487,0.5533,0.2316,6,15,21
3214,2011-05-14,2,0,5,21,0,5,0,1,0.6049,0.6345,0.6147,0.2573,3,8,11
3215,2011-05-14,2,0,5,22,0,5,0,1,0.5985,0.6327,0.6247,0.2139,1,3,4
3216,2011-05-14,2,0,5,23,0,5,0,1,0.6129,0.6486,0.5921,0.2257,1,3,4
3217,2011-05-15,2,0,5,0,0,6,0,1,0.5688,0.6038,0.2864,0.5516,1,4,5
3218,2011-05-15,2,0,5,1,0,6,0,1,0.5665,0.5995,0.309,0.532,1,4,5
3219,2011-05-15,2,0,5,2,0,6,0,1,0.5979,0.5808,0.3543,0.5083,1,3,4
3220,2011-05-15,2,0,5,3,0,6,0,1,0.5612,0.5917,0.3384,0.5401,1,3,4
3221,2011-05-15,2,0,5,4,0,6,0,1,0.5727,0.6104,0.2819,0.5459,1,4,5
3222,2011-05-15,2,0,5,5,0,6,0,1,0.5886,0.6002,0.3188,0.5341,4,9,13
3223,2011-05-15,2,0,5,6,0,6,0,1,0.5826,0.6031,0.3572,0.5293,9,23,32
3224,2011-05-15,2,0,5,7,0,6,0,1,0.5645,0.6033,0.3041,0.5391,18,46,64
3225,2011-05-15,2,0,5,8,0,6,0,1,0.5817,0.6141,0.2904,0.5446,25,68,93
3226,2011-05-15,2,0,5,9,0,6,0,1,0.594,0.6136,0.3343,0.5371,41,109,150
3227,2011-05-15,2,0,5,10,0,6,0,1,0.566,0.5935,0.292,0.4979,77,204,281
3228,2011-05-15,2,0,5,11,0,6,0,1,0.5882,0.5914,0.2985,0.556,82,220,302
3229,2011-05-15,2,0,5,12,0,6,0,1,0.5824,0.5983,0.2771,0.5426,124,332,456
3230,2011-05-15,2,0,5,13,0,6,0,1,0.5887,0.6064,0.3112,0.5402,142,380,522
3231,2011-05-15,2,0,5,14,0,6,0,1,0.5804,0.6055,0.365,0.5215,100,267,367
3232,2011-05-15,2,0,5,15,0,6,0,1,0.5865,0.5959,0.2745,0.5,84,225,309
3233,2011-05-15,2,0,5,16,0,6,0,1,0.5813,0.593,0.3667,0.5076,75,200,275
3234,2011-05-15,2,0,5,17,0,6,0,1,0.5812,0.5926,0.3113,0.5293,42,114,156
3235,2011-05-15,2,0,5,18,0,6,0,1,0.5708,0.5985,0.341,0.5039,24,65,89
3236,2011-05-15,2,0,5,19,0,6,0,1,0.5784,0.5859,0.292,0.5265,18,50,68
3237,2011-05-15,2,0,5,20,0,6,0,1,0.5991,0.5791,0.3659,0.5048,9,26,35
3238,2011-05-15,2,0,5,21,0,6,0,1,0.5722,0.5996,0.3168,0.537,3,8,11
3239,2011-05-15,2,0,5,22,0,6,0,1,0.5824,0.5796,0.2842,0.5059,2,4,6
3240,2011-05-15,2,0,5,23,0,6,0,1,0.5965,0.6037,0.2825,0.5036,1,4,5
3241,2011-05-16,2,0,5,0,0,0,1,2,0.6392,0.6612,0.276,0.4481,2,5,7
3242,2011-05-16,2,0,5,1,0,0,1,2,0.6503,0.6611,0.3658,0.4225,2,4,6
3243,2011-05-16,2,0,5,2,0,0,1,2,0.654,0.6579,0.2877,0.4014,2,5,7
3244,2011-05-16,2,0,5,3,0,0,1,2,0.6666,0.6415,0.3504,0.4079,3,8,11
3245,2011-05-16,2,0,5,4,0,0,1,2,0.6533,0.6473,0.2959,0.3916,7,20,27
3246,2011-05-16,2,0,5,5,0,0,1,2,0.6551,0.6397,0.329,0.4414,18,54,72
3247,2011-05-16,2,0,5,6,0,0,1,2,0.6633,0.66,0.339,0.4283,39,116,155
3248,2011-05-16,2,0,5,7,0,0,1,2,0.6664,0.6396,0.318,0.4399,55,163,218
3249,2011-05-16,2,0,5,8,0,0,1,2,0.6611,0.6531,0.3382,0.4381,59,178,237
3250,2011-05-16,2,0,5,9,0,0,1,2,0.6426,0.6746,0.3212,0.4032,51,151,202
3251,2011-05-16,2,0,5,10,0,0,1,2,0.6629,0.6622,0.2862,0.3959,42,124,166
3252,2011-05-16,2,0,5,11,0,0,1,2,0.6663,0.6664,0.3226,0.4014,22,67,89
3253,2011-05-16,2,0,5,12,0,0,1,2,0.651,0.6539,0.3511,0.4293,14,44,58
3254,2011-05-16,2,0,5,13,0,0,1,2,0.6368,0.6459,0.3278,0.4326,13,39,52
3255,2011-05-16,2,0,5,14,0,0,1,2,0.6487,0.6492,0.3191,0.4377,31,92,123
3256,2011-05-16,2,0,5,15,0,0,1,2,0.6564,0.6599,0.3622,0.4355,60,181,241
3257,2011-05-16,2,0,5,16,0,0,1,2,0.6384,0.6553,0.2858,0.3973,91,273,364
3258,2011-05-16,2,0,5,17,0,0,1,2,0.6712,0.6483,0.345,0.4041,91,271,362
3259,2011-05-16,2,0,5,18,0,0,1,2,0.6435,0.6566,0.3097,0.4448,93,279,372
3260,2011-05-16,2,0,5,19,0,0,1,2,0.665,0.6754,0.2906,0.4255,47,139,186
3261,2011-05-16,2,0,5,20,0,0,1,2,0.6402,0.667,0.3041,0.4226,33,99,132
3262,2011-05-16,2,0,5,21,0,0,1,2,0.6679,0.6552,0.3684,0.4315,10,30,40
3263,2011-05-16,2,0,5,22,0,0,1,2,0.6425,0.6583,0.3461,0.3906,4,12,16
3264,2011-05-16,2,0,5,23,0,0,1,2,0.6363,0.6665,0.3493,0.3917,1,4,5
3265,2011-05-17,2,0,5,0,0,1,1,1,0.4682,0.4432,0.3918,0.0803,1,4,5
3266,2011-05-17,2,0,5,1,0,1,1,1,0.4397,0.4342,0.4383,0.053,2,4,6
3267,2011-05-17,2,0,5,2,0,1,1,1,0.4684,0.4463,0.4879,0.0407,1,4,5
3268,2011-05-17,2,0,5,3,0,1,1,1,0.4581,0.4295,0.4358,0.0282,3,7,10
3269,2011-05-17,2,0,5,4,0,1,1,1,0.46,0.4621,0.419,0.0788,7,22,29
3270,2011-05-17,2,0,5,5,0,1,1,1,0.4406,0.4234,0.436,0.0311,21,62,83
3271,2011-05-17,2,0,5,6,0,1,1,1,0.4635,0.4353,0.4518,0.0347,33,100,133
3272,2011-05-17,2,0,5,7,0,1,1,1,0.4657,0.4278,0.4494,0.0814,45,134,179
3273,2011-05-17,2,0,5,8,0,1,1,1,0.4415,0.4356,0.4398,0.0423,64,189,253
3274,2011-05-17,2,0,5,9,0,1,1,1,0.4373,0.4416,0.4139,0.0791,57,171,228
3275,2011-05-17,2,0,5,10,0,1,1,1,0.4663,0.4585,0.4576,0.0519,36,108,144
3276,2011-05-17,2,0,5,11,0,1,1,1,0.4371,0.4236,0.4181,0.0545,17,51,68
3277,2011-05-17,2,0,5,12,0,1,1,1,0.4625,0.4595,0.4291,0.0488,9,28,37
3278,2011-05-17,2,0,5,13,0,1,1,1,0.4548,0.454,0.4631,0.0541,12,35,47
3279,2011-05-17,2,0,5,14,0,1,1,1,0.451,0.4295,0.4604,0.0287,24,70,94
3280,2011-05-17,2,0,5,15,0,1,1,1,0.4726,0.4292,0.4297,0.0422,53,157,210
3281,2011-05-17,2,0,5,16,0,1,1,1,0.4558,0.4521,0.4027,0.0573,80,237,317
3282,2011-05-17,2,0,5,17,0,1,1,1,0.4523,0.4368,0.4892,0.0401,95,284,379
3283,2011-05-17,2,0,5,18,0,1,1,1,0.4633,0.4253,0.4706,0.051,64,192,256
3284,2011-05-17,2,0,5,19,0,1,1,1,0.4435,0.4239,0.4735,0.0341,52,153,205
3285,2011-05-17,2,0,5,20,0,1,1,1,0.4623,0.4477,0.4861,0.0362,24,70,94
3286,2011-05-17,2,0,5,21,0,1,1,1,0.4418,0.4464,0.4858,0.0828,10,28,38
3287,2011-05-17,2,0,5,22,0,1,1,1,0.4398,0.4423,0.4606,0.0805,3,10,13
